,numords,totdol,last,buyer,buyerdummy,dollars
40945,2,223,1113,no,0,0
40946,2,144,648,no,0,0
40947,12,401,374,no,0,0
40948,2,123,217,no,0,0
40949,1,24,210,no,0,0
40950,8,440,64,no,0,0
40951,4,273,466,no,0,0
40952,4,249,844,no,0,0
40953,1,79,956,no,0,0
40954,1,179,865,no,0,0
40955,1,259,722,no,0,0
40956,2,139,154,no,0,0
40957,2,218,429,no,0,0
40958,14,1279,7,no,0,0
40960,3,206,269,no,0,0
40961,1,89,365,no,0,0
40962,4,601,353,no,0,0
40963,7,539,599,no,0,0
40964,1,99,567,no,0,0
40965,1,66,416,no,0,0
40966,4,152,379,no,0,0
40967,4,336,543,no,0,0
40968,3,627,445,no,0,0
40969,1,39,725,no,0,0
40970,4,539,163,no,0,0
40971,1,172,564,no,0,0
40972,1,49,326,no,0,0
40973,1,74,275,no,0,0
40974,1,214,178,no,0,0
40975,78,4392,252,no,0,0
40976,3,262,11,no,0,0
40977,5,316,175,no,0,0
40978,3,108,837,no,0,0
40979,1,60,519,no,0,0
40980,14,841,583,no,0,0
40981,1,49,198,no,0,0
40982,14,634,464,no,0,0
40983,4,169,1017,no,0,0
40984,7,962,149,no,0,0
40985,2,180,926,no,0,0
40986,15,845,206,no,0,0
40987,5,375,275,no,0,0
40988,7,493,662,no,0,0
40989,6,739,960,no,0,0
40990,5,386,199,no,0,0
40991,2,121,156,no,0,0
40992,1,29,774,no,0,0
40993,2,116,644,no,0,0
40994,3,697,462,no,0,0
40995,1,89,634,no,0,0
40996,1,80,100,no,0,0
40997,9,211,352,no,0,0
40998,8,394,39,no,0,0
40999,11,643,1005,no,0,0
41000,5,476,189,no,0,0
41001,4,293,203,no,0,0
41002,5,564,87,no,0,0
41003,1,39,989,no,0,0
41004,1,419,921,no,0,0
41005,3,372,101,no,0,0
41006,1,9,737,no,0,0
41007,1,159,570,no,0,0
41008,1,29,543,no,0,0
41009,1,62,508,no,0,0
41010,1,329,436,no,0,0
41011,2,403,233,no,0,0
41012,1,114,185,no,0,0
41013,3,173,18,no,0,0
41014,1,89,52,no,0,0
41016,13,967,1072,no,0,0
41017,5,206,666,no,0,0
41018,11,788,91,no,0,0
41019,2,713,408,no,0,0
41020,1,119,806,no,0,0
41021,1,227,750,no,0,0
41022,2,198,695,no,0,0
41023,1,49,652,no,0,0
41024,2,228,154,no,0,0
41025,2,68,385,no,0,0
41026,2,98,169,no,0,0
41027,13,963,277,no,0,0
41028,3,238,758,no,0,0
41029,3,342,365,no,0,0
41030,2,101,1114,no,0,0
41031,4,191,200,no,0,0
41032,3,212,669,no,0,0
41033,1,111,1110,no,0,0
41034,1,70,1079,no,0,0
41035,1,104,1047,no,0,0
41036,1,23,823,no,0,0
41037,1,104,744,no,0,0
41038,1,99,658,no,0,0
41039,4,321,81,no,0,0
41040,2,62,379,no,0,0
41041,1,9,519,no,0,0
41042,1,21,414,no,0,0
41043,1,239,276,no,0,0
41044,1,26,156,no,0,0
41045,1,29,60,no,0,0
41046,1,244,11,no,0,0
41047,37,2165,347,no,0,0
41048,20,772,2,no,0,0
41049,2,330,976,no,0,0
41050,1,25,1096,no,0,0
41051,1,49,609,no,0,0
41052,1,149,451,no,0,0
41053,6,500,84,no,0,0
41054,7,553,430,no,0,0
41055,2,258,774,no,0,0
41056,2,398,739,no,0,0
41057,1,67,521,no,0,0
41058,1,129,322,no,0,0
41059,1,109,241,no,0,0
41060,1,94,85,no,0,0
41061,7,343,323,no,0,0
41062,3,157,323,no,0,0
41063,12,1286,87,no,0,0
41064,1,67,651,no,0,0
41065,2,164,623,no,0,0
41066,1,139,612,no,0,0
41067,1,89,577,no,0,0
41068,2,212,109,no,0,0
41069,2,434,329,no,0,0
41070,1,119,380,no,0,0
41071,4,58,74,no,0,0
41072,2,68,133,no,0,0
41073,1,179,37,no,0,0
41074,15,685,212,no,0,0
41075,22,1700,46,no,0,0
41076,13,944,893,no,0,0
41077,2,151,421,no,0,0
41078,1,26,116,no,0,0
41079,1,79,101,no,0,0
41080,6,398,144,no,0,0
41081,2,193,143,no,0,0
41082,1,119,553,no,0,0
41083,2,68,15,no,0,0
41084,2,263,102,no,0,0
41085,5,550,270,no,0,0
41087,3,305,522,no,0,0
41088,11,626,267,no,0,0
41089,5,326,393,no,0,0
41090,2,278,249,no,0,0
41091,4,226,772,no,0,0
41092,1,59,1023,no,0,0
41093,1,139,808,no,0,0
41094,1,249,683,no,0,0
41095,5,78,17,no,0,0
41096,1,161,505,no,0,0
41097,2,484,423,no,0,0
41098,1,99,438,no,0,0
41099,3,384,74,no,0,0
41100,1,82,364,no,0,0
41101,3,363,81,no,0,0
41102,1,89,256,no,0,0
41103,1,199,9,no,0,0
41104,5,428,862,no,0,0
41105,6,120,122,no,0,0
41106,3,223,518,no,0,0
41107,3,177,403,no,0,0
41108,3,230,618,no,0,0
41109,1,39,639,no,0,0
41110,1,79,442,no,0,0
41111,2,86,233,no,0,0
41112,1,229,122,no,0,0
41113,1,169,81,no,0,0
41114,2,128,224,no,0,0
41115,2,406,765,no,0,0
41116,6,282,582,no,0,0
41118,1,55,640,no,0,0
41119,1,129,634,no,0,0
41120,3,324,158,no,0,0
41121,1,278,158,no,0,0
41122,1,119,717,no,0,0
41123,6,327,420,no,0,0
41124,1,49,1072,no,0,0
41125,4,113,499,no,0,0
41126,1,24,497,no,0,0
41127,1,199,393,no,0,0
41128,1,29,294,no,0,0
41129,2,484,135,no,0,0
41130,1,69,134,no,0,0
41131,1,108,459,no,0,0
41132,1,99,1002,no,0,0
41133,2,103,457,no,0,0
41134,1,47,1022,no,0,0
41135,4,545,939,no,0,0
41136,3,137,73,no,0,0
41137,1,249,367,no,0,0
41138,5,461,519,no,0,0
41139,6,232,821,no,0,0
41140,1,39,813,no,0,0
41141,1,74,1089,no,0,0
41142,2,508,786,no,0,0
41143,1,109,885,no,0,0
41144,1,39,520,no,0,0
41145,1,143,508,no,0,0
41146,2,106,276,no,0,0
41147,2,178,269,no,0,0
41148,1,49,277,no,0,0
41149,17,1082,255,no,0,0
41150,12,1608,968,no,0,0
41151,6,1055,882,no,0,0
41152,11,3621,466,no,0,0
41153,4,282,939,no,0,0
41154,5,266,308,no,0,0
41155,1,299,1061,no,0,0
41156,1,269,905,no,0,0
41157,1,249,549,no,0,0
41158,2,88,63,no,0,0
41159,1,189,177,no,0,0
41160,9,383,773,no,0,0
41161,6,368,25,no,0,0
41162,1,39,1052,no,0,0
41163,4,232,396,no,0,0
41164,3,457,1096,no,0,0
41165,4,199,1103,no,0,0
41166,3,255,546,no,0,0
41167,2,126,833,no,0,0
41168,5,474,441,no,0,0
41169,3,207,329,no,0,0
41170,1,159,723,no,0,0
41171,1,39,361,no,0,0
41172,2,328,1,no,0,0
41173,1,87,323,no,0,0
41174,3,257,751,no,0,0
41175,1,119,576,no,0,0
41176,4,115,29,no,0,0
41177,23,1697,280,no,0,0
41178,2,109,501,no,0,0
41179,1,229,641,no,0,0
41180,1,59,494,no,0,0
41181,1,9,77,no,0,0
41182,1,269,830,no,0,0
41183,1,269,359,no,0,0
41184,1,9,547,no,0,0
41186,4,277,980,no,0,0
41187,3,388,645,no,0,0
41188,1,149,1010,no,0,0
41189,5,327,872,no,0,0
41190,2,214,863,no,0,0
41191,2,188,417,no,0,0
41192,1,209,668,no,0,0
41193,2,68,326,no,0,0
41194,1,49,536,no,0,0
41195,3,125,45,no,0,0
41196,1,67,518,no,0,0
41197,1,79,443,no,0,0
41198,2,108,357,no,0,0
41199,1,296,109,no,0,0
41200,8,583,750,no,0,0
41201,2,74,36,no,0,0
41203,14,644,358,no,0,0
41204,3,133,651,no,0,0
41205,1,79,653,no,0,0
41206,8,319,367,no,0,0
41207,3,267,679,no,0,0
41208,4,182,767,no,0,0
41209,2,226,989,no,0,0
41210,1,24,976,no,0,0
41211,1,199,934,no,0,0
41212,2,140,837,no,0,0
41213,3,222,52,no,0,0
41214,1,52,771,no,0,0
41215,2,278,737,no,0,0
41216,1,49,758,no,0,0
41217,1,9,723,no,0,0
41218,1,109,577,no,0,0
41219,1,94,519,no,0,0
41220,2,29,198,no,0,0
41221,1,29,428,no,0,0
41222,1,47,249,no,0,0
41223,11,311,169,no,0,0
41224,4,276,175,no,0,0
41225,3,625,540,no,0,0
41226,3,86,813,no,0,0
41227,1,113,982,no,0,0
41228,10,574,100,no,0,0
41229,4,371,724,no,0,0
41230,2,386,772,no,0,0
41231,1,299,680,no,0,0
41232,4,250,417,no,0,0
41233,3,699,32,no,0,0
41234,50,5671,45,no,0,0
41235,22,1559,413,no,0,0
41236,3,112,30,no,0,0
41237,1,219,897,no,0,0
41238,2,183,311,no,0,0
41239,1,59,674,no,0,0
41240,2,171,514,no,0,0
41242,2,243,32,no,0,0
41243,32,2900,84,no,0,0
41244,11,422,410,no,0,0
41245,6,423,200,no,0,0
41246,3,233,781,no,0,0
41247,2,203,548,no,0,0
41248,2,178,696,no,0,0
41249,3,414,303,no,0,0
41250,1,49,413,no,0,0
41251,2,53,185,no,0,0
41252,1,205,235,no,0,0
41253,1,31,165,no,0,0
41254,1,179,143,no,0,0
41255,32,2364,913,no,0,0
41256,13,437,518,no,0,0
41257,5,576,757,no,0,0
41258,4,307,200,no,0,0
41259,2,82,263,no,0,0
41260,2,281,483,no,0,0
41261,1,52,870,no,0,0
41262,10,1073,44,no,0,0
41263,1,107,829,no,0,0
41264,5,291,24,no,0,0
41265,2,230,142,no,0,0
41266,6,125,18,no,0,0
41267,3,327,309,no,0,0
41268,1,99,385,no,0,0
41269,1,104,319,no,0,0
41271,2,98,23,no,0,0
41272,1,109,18,no,0,0
41273,40,1942,770,no,0,0
41274,8,887,710,no,0,0
41275,3,389,813,no,0,0
41276,4,466,652,no,0,0
41277,2,120,406,no,0,0
41278,5,361,298,no,0,0
41279,3,318,151,no,0,0
41280,1,148,603,no,0,0
41281,1,49,536,no,0,0
41282,1,99,522,no,0,0
41283,6,169,123,no,0,0
41284,1,89,56,no,0,0
41285,22,1763,24,no,0,0
41286,3,437,140,no,0,0
41287,2,164,359,no,0,0
41288,4,444,4,no,0,0
41289,12,1008,812,no,0,0
41290,9,800,304,no,0,0
41291,3,307,379,no,0,0
41292,3,267,1093,no,0,0
41293,2,241,386,no,0,0
41294,1,99,893,no,0,0
41295,1,35,871,no,0,0
41296,1,179,784,no,0,0
41297,2,488,710,no,0,0
41298,2,163,344,no,0,0
41299,1,79,207,no,0,0
41300,2,178,438,no,0,0
41301,1,29,28,no,0,0
41302,1,204,11,no,0,0
41303,26,1715,189,no,0,0
41304,24,1061,598,no,0,0
41305,36,1767,196,no,0,0
41306,85,9315,172,no,0,0
41307,7,225,435,no,0,0
41308,2,58,385,no,0,0
41309,9,1442,830,no,0,0
41310,1,146,766,no,0,0
41311,1,19,49,no,0,0
41312,12,571,494,no,0,0
41313,5,273,749,no,0,0
41314,5,465,739,no,0,0
41315,2,73,1103,no,0,0
41316,1,129,711,no,0,0
41317,5,415,87,no,0,0
41318,1,149,501,no,0,0
41319,1,19,170,no,0,0
41320,20,883,557,no,0,0
41322,3,346,465,no,0,0
41323,8,1527,81,no,0,0
41324,3,453,65,no,0,0
41325,4,425,779,no,0,0
41326,1,39,1060,no,0,0
41327,1,49,683,no,0,0
41328,2,138,598,no,0,0
41329,1,79,627,no,0,0
41330,1,219,316,no,0,0
41331,1,39,469,no,0,0
41332,1,49,382,no,0,0
41333,1,189,345,no,0,0
41334,2,203,18,no,0,0
41335,14,1202,500,no,0,0
41336,9,351,189,no,0,0
41337,3,424,549,no,0,0
41338,3,267,721,no,0,0
41339,1,133,770,no,0,0
41340,1,191,463,no,0,0
41341,1,159,260,no,0,0
41342,1,158,105,no,0,0
41343,3,122,388,no,0,0
41344,3,392,1089,no,0,0
41345,7,543,252,no,0,0
41346,3,183,592,no,0,0
41347,1,119,785,no,0,0
41348,2,378,604,no,0,0
41349,1,319,527,no,0,0
41350,1,62,458,no,0,0
41351,1,389,423,no,0,0
41352,1,97,938,no,0,0
41354,4,257,366,no,0,0
41355,2,1198,407,no,0,0
41356,5,628,51,no,0,0
41357,4,1461,137,no,0,0
41358,4,336,1005,no,0,0
41359,3,327,885,no,0,0
41360,4,485,4,no,0,0
41361,3,367,364,no,0,0
41363,1,26,284,no,0,0
41364,1,99,99,no,0,0
41365,34,2537,4,no,0,0
41367,7,134,476,no,0,0
41368,7,789,884,no,0,0
41369,7,406,547,no,0,0
41370,13,722,225,no,0,0
41371,5,723,95,no,0,0
41372,2,268,735,no,0,0
41373,3,102,765,no,0,0
41374,1,149,1092,no,0,0
41375,1,99,1032,no,0,0
41376,3,195,833,no,0,0
41377,3,125,745,no,0,0
41378,1,197,841,no,0,0
41379,2,198,45,no,0,0
41380,4,456,724,no,0,0
41381,1,79,542,no,0,0
41382,1,199,471,no,0,0
41383,1,29,23,no,0,0
41385,10,415,273,no,0,0
41386,4,111,81,no,0,0
41387,4,530,711,no,0,0
41388,6,1269,473,no,0,0
41389,1,199,815,no,0,0
41390,3,221,361,no,0,0
41391,4,407,399,no,0,0
41392,2,308,1095,no,0,0
41393,1,129,1109,no,0,0
41394,2,363,508,no,0,0
41395,1,129,984,no,0,0
41396,3,187,520,no,0,0
41397,3,215,323,no,0,0
41398,1,39,815,no,0,0
41399,1,44,763,no,0,0
41400,2,237,647,no,0,0
41401,2,233,344,no,0,0
41402,3,90,38,no,0,0
41403,1,17,522,no,0,0
41404,1,129,438,no,0,0
41405,1,24,325,no,0,0
41406,1,148,312,no,0,0
41407,1,26,137,no,0,0
41408,1,194,74,no,0,0
41409,38,1995,72,no,0,0
41410,14,380,599,no,0,0
41411,8,215,364,no,0,0
41412,3,134,788,no,0,0
41413,12,807,10,no,0,0
41414,31,3344,659,no,0,0
41415,1,24,652,no,0,0
41416,5,641,25,no,0,0
41417,1,79,1010,no,0,0
41418,5,136,191,no,0,0
41419,14,1261,326,no,0,0
41420,2,1529,1036,no,0,0
41421,1,164,967,no,0,0
41422,1,249,938,no,0,0
41423,2,178,807,no,0,0
41424,7,1034,123,no,0,0
41425,2,777,771,no,0,0
41426,5,413,288,no,0,0
41427,1,383,791,no,0,0
41428,1,161,725,no,0,0
41429,1,139,723,no,0,0
41430,1,59,718,no,0,0
41431,1,119,626,no,0,0
41432,1,19,583,no,0,0
41433,2,168,387,no,0,0
41434,2,68,428,no,0,0
41436,1,179,267,no,0,0
41437,1,49,262,no,0,0
41438,1,119,212,no,0,0
41439,1,304,196,no,0,0
41440,41,2452,67,no,0,0
41441,11,508,1536,no,0,0
41442,4,461,1025,no,0,0
41444,8,1396,815,no,0,0
41445,2,119,794,no,0,0
41446,2,198,498,no,0,0
41447,1,431,512,no,0,0
41448,2,103,85,no,0,0
41449,9,983,74,no,0,0
41450,1,57,263,no,0,0
41451,3,197,137,no,0,0
41452,20,943,379,no,0,0
41453,10,1022,318,no,0,0
41454,4,485,732,no,0,0
41455,1,7,973,no,0,0
41456,1,112,935,no,0,0
41457,1,215,876,no,0,0
41458,1,69,576,no,0,0
41459,1,125,522,no,0,0
41460,3,141,102,no,0,0
41461,5,620,267,no,0,0
41462,1,49,813,no,0,0
41463,2,113,518,no,0,0
41464,1,319,304,no,0,0
41465,2,53,122,no,0,0
41466,1,39,32,no,0,0
41467,4,373,385,no,0,0
41468,8,1590,540,no,0,0
41469,14,649,317,no,0,0
41470,3,217,823,no,0,0
41471,14,365,393,no,0,0
41472,1,132,855,no,0,0
41473,4,189,763,no,0,0
41474,78,4384,4,no,0,0
41475,14,559,1047,no,0,0
41476,3,157,724,no,0,0
41477,6,282,169,no,0,0
41478,6,370,242,no,0,0
41479,4,868,638,no,0,0
41480,7,558,36,no,0,0
41481,2,123,492,no,0,0
41482,2,198,151,no,0,0
41483,5,453,520,no,0,0
41484,1,79,1096,no,0,0
41485,2,259,154,no,0,0
41486,1,49,1082,no,0,0
41487,1,239,1037,no,0,0
41488,3,136,750,no,0,0
41489,1,149,974,no,0,0
41490,6,1034,200,no,0,0
41491,3,220,641,no,0,0
41492,3,223,751,no,0,0
41493,1,119,746,no,0,0
41494,2,198,648,no,0,0
41495,2,93,158,no,0,0
41496,1,119,575,no,0,0
41497,1,89,534,no,0,0
41498,1,109,486,no,0,0
41499,1,29,352,no,0,0
41500,2,368,4,no,0,0
41501,1,69,261,no,0,0
41502,1,139,227,no,0,0
41503,3,367,21,no,0,0
41504,7,773,665,no,0,0
41505,11,247,80,no,0,0
41506,4,358,1053,no,0,0
41507,2,381,891,no,0,0
41508,2,363,809,no,0,0
41509,1,149,1031,no,0,0
41510,7,647,185,no,0,0
41511,5,173,248,no,0,0
41512,1,29,612,no,0,0
41513,2,268,1,no,0,0
41514,2,138,290,no,0,0
41515,2,294,232,no,0,0
41516,1,244,183,no,0,0
41517,1,39,163,no,0,0
41519,2,325,50,no,0,0
41520,1,45,53,no,0,0
41521,28,892,156,no,0,0
41522,65,5221,725,no,0,0
41523,1,39,939,no,0,0
41524,1,190,43,no,0,0
41525,6,340,549,no,0,0
41526,4,633,486,no,0,0
41527,5,373,316,no,0,0
41528,1,107,834,no,0,0
41529,2,98,749,no,0,0
41530,2,150,620,no,0,0
41531,1,139,665,no,0,0
41532,23,3011,112,no,0,0
41533,3,97,375,no,0,0
41534,3,214,1110,no,0,0
41535,1,229,841,no,0,0
41536,5,495,350,no,0,0
41537,3,160,109,no,0,0
41538,5,1065,87,no,0,0
41539,6,184,457,no,0,0
41540,6,496,156,no,0,0
41541,1,89,1003,no,0,0
41542,1,119,981,no,0,0
41543,1,97,921,no,0,0
41544,2,158,626,no,0,0
41545,8,436,497,no,0,0
41546,2,81,995,no,0,0
41547,4,159,351,no,0,0
41548,2,336,715,no,0,0
41549,1,19,637,no,0,0
41550,1,79,604,no,0,0
41551,1,69,493,no,0,0
41552,1,149,455,no,0,0
41553,3,252,172,no,0,0
41554,1,39,23,no,0,0
41555,2,198,4,no,0,0
41556,55,3201,102,no,0,0
41557,41,1205,81,no,0,0
41558,9,890,385,no,0,0
41559,2,128,809,no,0,0
41560,2,112,50,no,0,0
41561,3,141,723,no,0,0
41563,3,367,1011,no,0,0
41564,2,463,812,no,0,0
41565,4,276,1047,no,0,0
41566,3,71,905,no,0,0
41567,1,143,865,no,0,0
41568,2,120,284,no,0,0
41569,1,79,371,no,0,0
41570,3,477,627,no,0,0
41571,3,193,1,no,0,0
41572,4,156,106,no,0,0
41573,1,179,546,no,0,0
41574,1,19,395,no,0,0
41575,3,507,23,no,0,0
41576,3,422,207,no,0,0
41577,1,39,210,no,0,0
41578,1,69,17,no,0,0
41579,5,544,618,no,0,0
41580,3,287,112,no,0,0
41581,6,635,610,no,0,0
41582,2,203,772,no,0,0
41583,6,345,676,no,0,0
41584,7,374,207,no,0,0
41585,2,228,1047,no,0,0
41586,1,9,1025,no,0,0
41587,1,99,1036,no,0,0
41588,1,35,872,no,0,0
41589,2,258,193,no,0,0
41590,1,38,641,no,0,0
41591,1,39,387,no,0,0
41592,1,19,87,no,0,0
41593,11,957,43,no,0,0
41594,1,67,522,no,0,0
41595,12,599,43,no,0,0
41596,4,306,1108,no,0,0
41597,3,432,375,no,0,0
41598,5,202,483,no,0,0
41599,6,213,281,no,0,0
41600,2,43,393,no,0,0
41601,4,291,366,no,0,0
41602,1,179,963,no,0,0
41603,3,351,907,no,0,0
41605,1,35,884,no,0,0
41606,1,99,714,no,0,0
41607,3,370,403,no,0,0
41608,2,188,634,no,0,0
41609,1,109,647,no,0,0
41610,1,84,575,no,0,0
41611,2,154,235,no,0,0
41612,2,195,436,no,0,0
41613,1,434,409,no,0,0
41614,1,59,373,no,0,0
41615,2,78,211,no,0,0
41616,2,233,185,no,0,0
41617,27,2577,123,no,0,0
41619,35,1666,480,no,0,0
41620,4,305,632,no,0,0
41622,11,625,882,no,0,0
41623,4,304,820,no,0,0
41624,7,383,46,no,0,0
41625,12,2069,81,no,0,0
41627,7,2611,209,no,0,0
41628,5,335,680,no,0,0
41629,5,364,590,no,0,0
41630,2,148,533,no,0,0
41631,3,277,74,no,0,0
41632,5,515,1037,no,0,0
41633,2,251,625,no,0,0
41634,5,792,119,no,0,0
41635,3,97,757,no,0,0
41636,2,307,974,no,0,0
41637,1,354,994,no,0,0
41638,1,126,963,no,0,0
41639,1,39,897,no,0,0
41640,1,29,907,no,0,0
41641,5,432,451,no,0,0
41642,2,169,815,no,0,0
41643,3,267,319,no,0,0
41644,9,745,169,no,0,0
41645,2,258,648,no,0,0
41646,1,249,520,no,0,0
41647,5,245,114,no,0,0
41648,1,170,518,no,0,0
41649,1,9,499,no,0,0
41650,2,98,459,no,0,0
41651,1,39,448,no,0,0
41652,1,29,417,no,0,0
41653,1,49,407,no,0,0
41654,3,176,72,no,0,0
41655,1,39,297,no,0,0
41656,1,99,51,no,0,0
41657,2,178,21,no,0,0
41658,1,159,67,no,0,0
41659,11,255,401,no,0,0
41660,2,178,849,no,0,0
41661,9,1309,81,no,0,0
41662,2,166,459,no,0,0
41663,4,110,641,no,0,0
41664,1,64,282,no,0,0
41665,2,158,273,no,0,0
41666,6,554,277,no,0,0
41667,16,1162,16,no,0,0
41668,7,629,499,no,0,0
41669,1,159,787,no,0,0
41670,1,349,367,no,0,0
41671,1,944,22,no,0,0
41672,5,195,350,no,0,0
41673,5,294,757,no,0,0
41674,5,212,274,no,0,0
41675,3,240,79,no,0,0
41676,4,316,848,no,0,0
41677,6,150,10,no,0,0
41678,3,145,431,no,0,0
41679,1,119,952,no,0,0
41680,1,29,757,no,0,0
41681,1,19,697,no,0,0
41682,1,109,570,no,0,0
41683,1,29,478,no,0,0
41684,1,119,400,no,0,0
41685,2,268,18,no,0,0
41686,1,89,401,no,0,0
41687,1,49,343,no,0,0
41688,37,2175,378,no,0,0
41689,16,1608,347,no,0,0
41690,4,290,682,no,0,0
41692,6,864,428,no,0,0
41693,1,149,1003,no,0,0
41694,7,241,298,no,0,0
41695,4,230,149,no,0,0
41696,1,69,529,no,0,0
41697,3,312,25,no,0,0
41698,4,256,29,no,0,0
41699,4,201,518,no,0,0
41700,3,197,521,no,0,0
41701,2,78,870,no,0,0
41702,2,237,778,no,0,0
41703,1,159,598,no,0,0
41704,3,100,480,no,0,0
41705,1,44,576,no,0,0
41706,1,237,133,no,0,0
41707,12,349,98,no,0,0
41708,21,958,25,no,0,0
41709,11,1036,602,no,0,0
41710,2,114,154,no,0,0
41711,2,258,1008,no,0,0
41712,1,124,1029,no,0,0
41713,1,288,1003,no,0,0
41714,3,615,497,no,0,0
41715,2,58,589,no,0,0
41716,1,125,514,no,0,0
41717,1,99,451,no,0,0
41718,1,169,380,no,0,0
41719,2,178,37,no,0,0
41720,1,84,25,no,0,0
41721,4,254,506,no,0,0
41722,6,613,756,no,0,0
41723,2,218,995,no,0,0
41724,1,275,1010,no,0,0
41725,1,35,876,no,0,0
41726,4,506,1,no,0,0
41727,2,434,205,no,0,0
41728,2,118,179,no,0,0
41729,9,514,473,no,0,0
41730,1,395,794,no,0,0
41731,3,437,170,no,0,0
41732,3,197,382,no,0,0
41733,1,22,130,no,0,0
41734,18,1151,389,no,0,0
41735,12,676,270,no,0,0
41736,2,189,851,no,0,0
41737,3,495,42,no,0,0
41738,5,617,982,no,0,0
41739,2,188,735,no,0,0
41740,6,496,9,no,0,0
41741,4,251,1003,no,0,0
41742,3,954,952,no,0,0
41743,2,371,633,no,0,0
41744,4,306,129,no,0,0
41745,3,167,378,no,0,0
41746,4,292,175,no,0,0
41747,4,257,407,no,0,0
41748,4,433,848,no,0,0
41749,8,602,296,no,0,0
41750,2,152,123,no,0,0
41751,2,118,1032,no,0,0
41752,2,178,802,no,0,0
41753,3,230,442,no,0,0
41754,1,24,974,no,0,0
41755,3,452,21,no,0,0
41757,1,259,910,no,0,0
41758,4,744,543,no,0,0
41759,1,29,777,no,0,0
41760,2,212,611,no,0,0
41761,2,278,527,no,0,0
41762,3,322,343,no,0,0
41763,1,89,575,no,0,0
41764,1,17,511,no,0,0
41765,1,49,431,no,0,0
41766,1,109,379,no,0,0
41767,1,109,373,no,0,0
41768,2,153,288,no,0,0
41769,1,269,275,no,0,0
41770,1,79,233,no,0,0
41771,1,139,182,no,0,0
41772,1,22,140,no,0,0
41773,27,910,53,no,0,0
41775,2,332,469,no,0,0
41776,4,638,809,no,0,0
41777,1,99,912,no,0,0
41778,1,12,674,no,0,0
41779,1,29,392,no,0,0
41781,7,613,359,no,0,0
41782,6,814,648,no,0,0
41783,3,469,893,no,0,0
41784,1,164,764,no,0,0
41785,2,133,149,no,0,0
41786,1,79,445,no,0,0
41787,2,189,87,no,0,0
41788,4,422,105,no,0,0
41789,2,188,11,no,0,0
41790,3,174,731,no,0,0
41791,1,279,1030,no,0,0
41792,1,99,996,no,0,0
41793,3,114,674,no,0,0
41794,1,116,834,no,0,0
41795,2,342,217,no,0,0
41796,1,69,742,no,0,0
41797,1,85,723,no,0,0
41798,1,29,319,no,0,0
41799,1,39,179,no,0,0
41800,1,124,39,no,0,0
41801,9,535,848,no,0,0
41802,11,1036,179,no,0,0
41803,6,487,367,no,0,0
41804,2,578,613,no,0,0
41805,1,24,765,no,0,0
41806,1,49,739,no,0,0
41807,2,191,406,no,0,0
41808,5,524,4,no,0,0
41809,1,104,506,no,0,0
41810,1,39,442,no,0,0
41811,1,99,354,no,0,0
41812,1,31,268,no,0,0
41813,2,418,58,no,0,0
41814,2,50,31,no,0,0
41815,2,158,1044,no,0,0
41816,2,151,119,no,0,0
41817,24,2409,189,no,0,0
41818,1,39,675,no,0,0
41819,40,2194,10,no,0,0
41820,3,281,401,no,0,0
41823,1,7,767,no,0,0
41824,7,597,611,no,0,0
41825,2,93,77,no,0,0
41826,4,336,157,no,0,0
41827,3,342,611,no,0,0
41828,2,573,984,no,0,0
41829,1,79,689,no,0,0
41830,1,465,217,no,0,0
41831,1,369,73,no,0,0
41832,30,1834,484,no,0,0
41833,11,653,561,no,0,0
41834,3,307,981,no,0,0
41835,2,205,911,no,0,0
41836,6,379,196,no,0,0
41837,5,177,766,no,0,0
41838,1,161,858,no,0,0
41839,1,39,655,no,0,0
41840,2,55,204,no,0,0
41841,1,53,521,no,0,0
41842,1,116,485,no,0,0
41843,33,2485,277,no,0,0
41844,8,738,428,no,0,0
41845,15,2542,62,no,0,0
41846,12,725,753,no,0,0
41847,11,511,571,no,0,0
41848,21,955,868,no,0,0
41849,4,694,907,no,0,0
41850,3,107,423,no,0,0
41851,2,76,352,no,0,0
41852,2,218,934,no,0,0
41853,1,125,773,no,0,0
41854,5,228,347,no,0,0
41855,1,124,743,no,0,0
41856,2,306,612,no,0,0
41857,2,188,312,no,0,0
41858,1,159,610,no,0,0
41859,1,149,577,no,0,0
41860,1,139,316,no,0,0
41861,1,79,79,no,0,0
41862,7,748,109,no,0,0
41863,16,988,386,no,0,0
41864,11,646,38,no,0,0
41865,11,467,212,no,0,0
41866,6,220,414,no,0,0
41867,2,338,172,no,0,0
41868,2,418,52,no,0,0
41869,2,548,749,no,0,0
41870,1,99,750,no,0,0
41871,1,29,669,no,0,0
41872,2,117,501,no,0,0
41873,1,9,517,no,0,0
41874,1,352,415,no,0,0
41875,1,14,359,no,0,0
41876,2,131,205,no,0,0
41877,25,1898,74,no,0,0
41878,36,3475,382,no,0,0
41879,28,2459,273,no,0,0
41880,4,198,767,no,0,0
41881,3,279,232,no,0,0
41882,5,923,24,no,0,0
41883,35,3460,389,no,0,0
41884,16,634,644,no,0,0
41885,4,235,781,no,0,0
41887,1,154,788,no,0,0
41888,1,89,928,no,0,0
41889,1,89,731,no,0,0
41890,1,193,872,no,0,0
41891,1,69,835,no,0,0
41892,5,480,669,no,0,0
41893,2,42,533,no,0,0
41894,2,324,596,no,0,0
41895,5,320,81,no,0,0
